text,labels
i can't handle my little brother's sickness.,6
Work has been so stressful because my boss expects too much.,3
my head hurts & i think i need a day off from school.,5
hi friend. my relationship has been stressing me out. we are lacking communication.,4
"money problems, i have been having several unexpected bills recently.",7
My grandma went to see a doctor this week because she's been having a lot of pain and swelling in her lower legs lately.,8
"Christmas time, especially lately is becoming more annoying, not because I don't like Christmas but because it's being turned into a political corectness nightmare.",2
this dang corona virus has me stressed,8
i have been having problems with my landlord . i do not like the place .,7
i don't know how i am gonna do dinner tonight.,1
"well society is pretty fucked up, so i dont think i'd like to trust them with my values. and",4
my job and not taking a vacation and being lonely,3
Sure I'm stressed with schoolwork and shit is always going down with the boyfriend.,5
staying in shape and eating healthy have been tough lately,8
money problems. i don't have enough,7
I've been stressed out with trying to work from home with my daughter home,3
No time to myself,4
"Oy, I looked at courses for this year and such and am now all stressy.",5
i don't know where i should work,3
Mostly because I don't have a job lined up for when I go back to school which makes me nervous.,3
"just about everything that can go wrong is going wrong,",2
filing state taxes for my business.,7
i've been having a real hard time sleeping without him next to me.,4
Hello! So yea Um. the other day i got in a fight with my dad,6
i dont know what i want for dinner!,1
Yo I'm hate my job right now,3
"i guess its partially my own fault, but i dont like being around a bunch of people i dont know or like and being ignored by my supposed ""best friend"".",4
"While I on my way to my new flat,I started to feel even worse.",2
i have been having money issues,7
Figuring out a long term job during the pandemic,3
OSAP complications are stressing me out.,3
I need to speak to my client immediately.,3
my mom is not leaving me alone,6
Self quarantining for the Coronavirus.,8
I've been trying to potty train my 2 year old and she is just not seeming to understand.,6
"my dad is in jail, and i have a lot of complication with some friends.",6
i cant find a babysitter and i have to go to work.,3
i have been stressing about going back to school,5
"The shutdown is stressing me out, it has changed my school and work schedule.",7
my marriage,6
i got insanely sick somewhere around wednesday. and was a pain in the ass complainer the rest of the week.,8
i was so worried things would be bad this weekend and get me all upset so i can't study and do well on my 2 exams.,5
I've been stressed about the coronavirus.,8
' my work I'm ready to go back,3
i'm stressed about work since we have a filing deadline next week.,3
"i still gotta headache , i need 2 lay down but i dont feel like it.",8
"ended up writing this ""woe is me"" story about how stress is taking hold of my mental stability.",0
I've been hurting or sick lately and its getting tough to keep doing everything.,8
"Its not easy work, and my back hurts.",8
"Okay, I've been wrestling with myself about whether or not to start posting this, as it's another work in progress.",1
"With three days left on his own countdown, Dean began to worry in earnest.",0
Wow how did you know. My job let me go because of COVID-19,3
I really needed it off and I'm still struggling to catch up without stressing myself out so much I go crazy.,0
i need to find a job asap to get money.,7
I've been really busy with school and practicly obsessing over CPAT.,5
i was unhappy and my life was in upheavel c. me and my girlfriend argue occasionally.,4
i have been worried about my mom.,6
"Major depression is likely to interfere significantly with everyday activity, with symptoms including insomnia, irritability, weight loss, and a lack of interest in outside events.",0
Being home almost all day,0
finding the finances for a birthday party after christmas,7
everytime i think something is done with i find out there's another problem to have to deal with.,1
my head hurts and im tired and i cant sleep.,8
That I'll be graduating and having to find a job next semester.,3
it stresses me out when people dont show up to work on time.,3
i am little bit stress in my son study,5
my weight gain has been stressing me out.,8
"im sad and nervous and EXTREMELY MAD i mean, shes always doing something to put my parents through hell.",6
